stadion,NOUN
tinju,NOUN
dan,CONJ
hockey,X
mendapatkan,VERB
perhatian,NOUN
khusus,ADJ
karena,CONJ
sering,ADV
diserbu,VERB
monyet,NOUN
.,.
Monyet,NOUN
besar,ADJ
akan,VERB
dikerahkan,VERB
di,ADP
dua,NUM
stadion,NOUN
untuk,CONJ
mengusir,VERB
serbuan,NOUN
monyet,NOUN
kecil,ADJ
"	.
Monyet,NOUN
besar,ADJ
akan,VERB
dikerahkan,VERB
di,ADP
dua,NUM
stadion,NOUN
tersebut,DET
untuk,CONJ
mengusir,VERB
serbuan,NOUN
monyet,NOUN
kecil,ADJ
,	.
",.
kata,VERB
Devender,NOUN
Prasad,NOUN
",",.
pejabat,NOUN
pemerintah,NOUN
kota,NOUN
Delhi,NOUN
kepada,ADP
kantor berita,NOUN
AFP,NOUN
.,.
Selama,ADP
bertahun-tahun,NUM
monyet,NOUN
mengganggu,VERB
warga,NOUN
Delhi,NOUN
.,.
Binatang,NOUN
ini,DET
menaiki,VERB
kereta,NOUN
metro,NOUN
dan,CONJ
bahkan,ADV
berkeliaran,VERB
di,ADP
kompleks,NOUN
gedung,NOUN
parlemen,NOUN
.,.
Belum,PRT
lama,ADJ
ini,DET
kawanan,NOUN
monyet,NOUN
menyerbu,VERB
kantor,NOUN
perdana menteri,NOUN
dan,CONJ
departemen,NOUN
pertahanan,NOUN
.,.
Binatang,NOUN
ini,DET
tidak,PRT
bisa,VERB
dibunuh,VERB
karena,CONJ
masyarakat,NOUN
India,NOUN
menganggap,VERB
mereka,PRON
suci,ADJ
.,.
Selain,CONJ
harus,VERB
mengusir,VERB
kawanan,NOUN
monyet,NOUN
",",.
pemkot,NOUN
Delhi,NOUN
juga,ADV
kesulitan,VERB
mengatasi,VERB
wabah,NOUN
demam berdarah,NOUN
.,.
Curah,NOUN
hujan,NOUN
yang,CONJ
tinggi,ADJ
menyebabkan,VERB
banyak,NUM
genangan,NOUN
",",.
tempat,NOUN
ideal,ADJ
bagi,ADP
nyamuk,NOUN
aedes,NOUN
berkembang biak,VERB
.,.
Pemkot,NOUN
telah,VERB
menempatkan,VERB
ikan,NOUN
di,ADP
berbagai,NUM
genangan,NOUN
air,NOUN
untuk,CONJ
memangsa,VERB
telur,NOUN
nyamuk,NOUN
.,.
Miliarder,NOUN
AS,NOUN
jamu,VERB
orang kaya,NOUN
Cina,NOUN
Dua,NUM
miliarder,NOUN
Amerika,NOUN
Bill,NOUN
Gates,NOUN
dan,CONJ
Warren,NOUN
Buffett,NOUN
akan,VERB
mengadakan,VERB
jamuan,NOUN
makan malam,NOUN
di,ADP
Beijing,NOUN
bagi,ADP
sejumlah,NUM
orang,NOUN
terkaya,ADJ
di,ADP
Cina,NOUN
.,.
Gates,NOUN
dan,CONJ
Buffett,NOUN
mengatakan,VERB
mereka,PRON
berada,VERB
di,ADP
Cina,NOUN
untuk,CONJ
mempelajari,VERB
kegiatan,NOUN
amal,NOUN
di,ADP
negara,NOUN
itu,DET
.,.
Banyak,NUM
orang,NOUN
menduga,VERB
mereka,PRON
ingin,ADV
membujuk,VERB
para,DET
tamu,NOUN
agar,CONJ
lebih,ADV
banyak,NUM
menyumbang,VERB
untuk,ADP
amal,NOUN
.,.
Kedua,NUM
orang,NOUN
terkaya,ADJ
dunia,NOUN
itu,DET
sudah,VERB
berhasil,VERB
membujuk,VERB
banyak,NUM
orang,NOUN
yang,CONJ
sangat,ADV
kaya,ADJ
di,ADP
Amerika,NOUN
agar,CONJ
menyumbangkan,VERB
separuh,NUM
kekayaan,NOUN
mereka,PRON
.,.
Ada,VERB
kerahasiaan,NOUN
mengenai,ADP
acara,NOUN
itu,DET
",",.
pihak,NOUN
penyelenggara,NOUN
tidak,PRT
membeberkan,VERB
nama-nama,NOUN
tamu,NOUN
.,.
Salah satu,NUM
orang,NOUN
yang,CONJ
akan,VERB
menghadiri,VERB
jamuan,NOUN
makan malam,NOUN
itu,DET
adalah,VERB
Chen,NOUN
Guangbiao,NOUN
",",.
seorang,NOUN
miliarder,NOUN
yang,CONJ
meraup,VERB
kekayaan,NOUN
dari,ADP
bisnis,NOUN
mendaur ulang,VERB
sampah,NOUN
dari,ADP
industri,NOUN
bangunan,NOUN
.,.
Dia,PRON
mengatakan,VERB
kepada,ADP
BBC,NOUN
bahwa,CONJ
dia,PRON
sudah,VERB
berencana,VERB
menyumbangkan,VERB
seluruh,NUM
harta,NOUN
-nya,PRON
untuk,ADP
amal,NOUN
bila,CONJ
dia,PRON
meninggal,VERB
.,.
"	.
Beramal,VERB
dan,CONJ
membantu,VERB
sudah,VERB
menjadi,VERB
bagian,NOUN
dari,ADP
budaya,NOUN
Cina,NOUN
selama,ADP
5.000,NUM
tahun,NOUN
.	.

Tetapi,CONJ
kegiatan,NOUN
amal,NOUN
resmi,ADJ
baru,VERB
dikembangkan,VERB
di,ADP
Cina,NOUN
dalam,ADP
30,NUM
tahun,NOUN
terakhir,ADJ
,	.
sejak,CONJ
kami,PRON
menerapkan,VERB
reformasi ekonomi,NOUN
.	.
",.
"	.
Banyak,NUM
orang,NOUN
baru,VERB
mulai,VERB
menjadi,VERB
kaya,ADJ
dan,CONJ
kami,PRON
baru-baru ini,ADV
saja,ADV
bisa,VERB
memberi,VERB
makan,NOUN
diri,NOUN
sendiri,NOUN
,	.
",.
kata,VERB
-nya,PRON
.,.
Menyumbangkan,VERB
uang,NOUN
untuk,ADP
amal,NOUN
belum,PRT
begitu,ADV
berkembang,VERB
di,ADP
Cina,NOUN
sebaik,ADJ
di,ADP
banyak,NUM
negara,NOUN
lain,ADJ
.,.
Kalau,CONJ
jamuan,NOUN
makan malam,NOUN
ini,DET
bisa,VERB
dikatakan,VERB
berhasil,VERB
",",.
keberhasilan,NOUN
itu,DET
adalah,VERB
mendorong,VERB
perdebatan,NOUN
mengenai,ADP
apa,CONJ
arti,NOUN
beramal,VERB
bagi,ADP
yang,CONJ
membutuhkan,VERB
.,.
Kisah,NOUN
pendiri,NOUN
Facebook,NOUN
dibuat,VERB
komik,NOUN
Kisah,NOUN
pendiri,NOUN
Facebook,NOUN
Mark,NOUN
Zuckerberg,NOUN
akan,VERB
diceritakan,VERB
dalam,ADP
sebuah,NOUN
komik,NOUN
biografi,NOUN
.,.
Komik,NOUN
dengan,ADP
judul,NOUN
Mark,NOUN
Zuckerberg,NOUN
:,.
Pencipta,NOUN
Facebook,NOUN
",",.
akan,VERB
tersedia,VERB
di,ADP
pasar,NOUN
sebelum,CONJ
Desember,NOUN
2010,NUM
",",.
demikian,DET
pernyataan,NOUN
penerbit,NOUN
Bluewater,NOUN
Productions,NOUN
.,.
Penulis,NOUN
Jerome,NOUN
Maida,NOUN
menyebut,VERB
kisah,NOUN
Zuckerberg,NOUN
"	.
mengagumkan	VERB
",.
dan,CONJ
"	.
luar biasa	ADJ
",.
.,.
Sebuah,NOUN
film,NOUN
mengenai,ADP
Facebook,NOUN
dengan,ADP
judul,NOUN
The,NOUN
Social,NOUN
Network,NOUN
",",.
juga,ADV
akan,VERB
dirilis,VERB
pada,ADP
tanggal,NOUN
15,NUM
Oktober,NOUN
nanti,NOUN
.,.
Film,NOUN
yang,CONJ
ditulis,VERB
oleh,ADP
pencipta,NOUN
serial,NOUN
West,NOUN
Wing,NOUN
Aaron,NOUN
Sorkin,NOUN
dan,CONJ
disutradarai,VERB
oleh,ADP
David,NOUN
Fincher,NOUN
yang,CONJ
pernah,VERB
menggarap,VERB
film,NOUN
Fight,NOUN
',NOUN
s,NOUN
Club,NOUN
ini,DET
sebenarnya,ADV
belum,PRT
memperoleh,VERB
izin,NOUN
Mark,NOUN
Zuckerberg,NOUN
.,.
Pemuda,NOUN
berusia,VERB
26,NUM
tahun,NOUN
ini,DET
mengatakan,VERB
"	.
Saya,PRON
mengharapkan,VERB
tidak,PRT
ada,VERB
orang,NOUN
yang,CONJ
membuat,VERB
film,NOUN
tentang,ADP
saya,PRON
ketika,CONJ
saya,PRON
masih,VERB
hidup,VERB
,	.
",.
kata,VERB
-nya,PRON
dalam,ADP
sebuah,NOUN
konferensi,NOUN
teknologi,NOUN
Juni,NOUN
silam,NOUN
.,.
Hingga,ADP
Juli,NOUN
2010,NUM
lebih,ADV
dari,ADP
500,NUM
juta,NUM
yang,CONJ
terdaftar,VERB
dalam,ADP
situs,NOUN
jejaring,NOUN
sosial,ADJ
tersebut,DET
.,.
Hanya,ADV
butuh,VERB
enam,NUM
tahun,NOUN
bagi,ADP
Zuckerberg,NOUN
untuk,CONJ
bisa,VERB
mencapai,VERB
kesuksesan,NOUN
seperti,CONJ
sekarang,NOUN
ini,DET
",",.
setelah,CONJ
sebelum,CONJ
-nya,PRON
dia,PRON
meluncurkan,VERB
situs,NOUN
ini,DET
saat,CONJ
masih,VERB
duduk,VERB
sebagai,ADP
mahasiswa,NOUN
di,ADP
Universitas,NOUN
Harvard,NOUN
.,.
September,NOUN
silam,NOUN
",",.
majalah,NOUN
Forbes,NOUN
memasukkan,VERB
dia,PRON
dalam,ADP
daftar,NOUN
35,NUM
orang,NOUN
terkaya,ADJ
di,ADP
Amerika,NOUN
Serikat,NOUN
dengan,CONJ
total,NOUN
kekayaan,NOUN
diperkirakan,VERB
mencapai,VERB
US,NOUN
$,.
"6,4",NUM
miliar,NUM
.,.
Tetapi,CONJ
langkah,NOUN
dia,PRON
menuju,VERB
kesuksesan,NOUN
tidak,PRT
lah,PRT
mulus,ADJ
.,.
Dua,NUM
orang,NOUN
rekan,NOUN
Zuckerberg,NOUN
di,ADP
Harvard,NOUN
mengklaim,VERB
ide,NOUN
pembuatan,NOUN
Facebook,NOUN
datang,VERB
dari,ADP
mereka,PRON
.,.
Mereka,PRON
terlibat,VERB
dalam,ADP
sengketa,NOUN
hukum,NOUN
yang,CONJ
berlarut-larut,VERB
pada,ADP
tahun,NOUN
2008,NUM
dan,CONJ
diakhiri,VERB
dengan,ADP
pembayaran,NOUN
yang,CONJ
dirahasiakan,VERB
jumlah,NOUN
-nya,PRON
kepada,ADP
Cameron,NOUN
dan,CONJ
Tyler,NOUN
Winklevoss,NOUN
",",.
yang,CONJ
kini,NOUN
juga,ADV
membuat,VERB
situs,NOUN
jejaring,NOUN
sosial,ADJ
bernama,VERB
ConnectU,NOUN
.,.
Perebutan,NOUN
jamrud,NOUN
Bahia,NOUN
raksasa,ADJ
Jaksa,NOUN
Kalifornia,NOUN
akan,VERB
mulai,VERB
menanyai,VERB
sejumlah,NUM
pihak,NOUN
untuk,CONJ
menentukan,VERB
mengenai,CONJ
kepemilikan,NOUN
dari,ADP
jamrud,NOUN
raksasa,ADJ
",",.
yang,CONJ
disebut,VERB
sebagai,ADP
terbesar,ADJ
.,.
Jamrud,NOUN
Bahia,NOUN
dinamakan,VERB
sesuai,ADJ
lokasi,NOUN
penemuan,NOUN
-nya,PRON
di,ADP
salah satu,NUM
daerah,NOUN
di,ADP
Brasil,NOUN
memiliki,VERB
berat,NOUN
380,NUM
kg,NOUN
.,.
Diperkirakan,VERB
jamrud,NOUN
raksasa,ADJ
itu,DET
bernilai,VERB
lebih,ADV
dari,ADP
US,NOUN
$,.
370,NUM
juta,NUM
dan,CONJ
setidaknya,ADV
enam,NUM
orang,NOUN
mengklaim,VERB
kepemilikan,NOUN
hak,NOUN
atas,ADP
batu,NOUN
tersebut,DET
.,.
Jaksa,NOUN
akan,VERB
mendengarkan,VERB
semua,NUM
pihak,NOUN
yang,CONJ
mengklaim,VERB
permata,NOUN
itu,DET
",",.
sebelum,CONJ
memutuskan,VERB
kasus,NOUN
-nya,PRON
pada,ADP
Oktober,NOUN
nanti,NOUN
.,.
Salah satu,NUM
dari,ADP
pihak,NOUN
yang,CONJ
berselisih,VERB
",",.
adalah,VERB
Anthony,NOUN
Thomas,NOUN
ahli,NOUN
konstruksi,NOUN
dari,ADP
Kalifornia,NOUN
yang,CONJ
mengatakan,VERB
dia,PRON
telah,VERB
membayar,VERB
kepada,ADP
dua,NUM
orang,NOUN
agen,NOUN
permata,NOUN
Brasil,NOUN
senilai,NOUN
US,NOUN
$,.
60.000,NUM
untuk,ADP
jamrud,NOUN
tersebut,DET
tak,PRT
lama,ADJ
setelah,CONJ
ditemukan,VERB
sembilan,NUM
tahun,NOUN
lalu,NOUN
.,.
Thomas,NOUN
mengatakan,VERB
telah,VERB
mengatur,VERB
agar,CONJ
batu,NOUN
itu,DET
dikirim,VERB
melalui,ADP
kapal,NOUN
ke,ADP
kediaman,NOUN
-nya,PRON
di,ADP
San,NOUN
Jose,NOUN
",",.
tetapi,CONJ
tak,PRT
pernah,VERB
muncul,VERB
.,.
Dia,PRON
percaya,VERB
batu,NOUN
itu,DET
telah,VERB
dicuri,VERB
untuk,CONJ
dijual,VERB
kembali,ADV
dengan,ADP
harga,NOUN
yang,CONJ
lebih,ADV
mahal,ADJ
.,.
Thomas,NOUN
hanya,ADV
salah satu,NUM
dari,ADP
enam,NUM
pihak,NOUN
yang,CONJ
mengklaim,VERB
sebagai,ADP
pemilik,NOUN
jamrud,NOUN
raksasa,ADJ
itu,DET
.,.
Satu,NUM
masalah,NOUN
yang,CONJ
dihadapi,VERB
adalah,VERB
dia,PRON
kehilangan,VERB
tanda terima,NOUN
akibat,ADP
kebakaran,NOUN
yang,CONJ
melanda,VERB
rumah,NOUN
-nya,PRON
.,.
Jamrud,NOUN
itu,DET
akhirnya,ADV
sampai,VERB
ke,ADP
Amerika,NOUN
",",.
meskipun,CONJ
setibanya,CONJ
di,ADP
Amerika,NOUN
tidak,PRT
jelas,ADJ
siapa,CONJ
pemilik,NOUN
-nya,PRON
.,.
Satu,NUM
hal,NOUN
yang,CONJ
diketahui,VERB
batu,NOUN
itu,DET
sempat,VERB
disimpan,VERB
di,ADP
lemari besi,NOUN
bank,NOUN
di,ADP
New,NOUN
Orleans,NOUN
yang,CONJ
terkena,VERB
banjir,NOUN
ketika,CONJ
daerah,NOUN
itu,DET
diterjang,VERB
Badai,NOUN
Katrina,NOUN
",",.
sehingga,CONJ
batu,NOUN
berharga,ADJ
terendam,VERB
di,ADP
dalam,NOUN
air,NOUN
untuk,ADP
beberapa,NUM
bulan,NOUN
.,.
Jamrud,NOUN
Bahia,NOUN
kemudian,ADV
dibawa,VERB
ke,ADP
Las,NOUN
Vegas,NOUN
untuk,CONJ
dilihat,VERB
oleh,ADP
calon,NOUN
pembeli,NOUN
namun,CONJ
disita,VERB
oleh,ADP
polisi,NOUN
Los,NOUN
Angeles,NOUN
.,.
Badut,NOUN
politikus,NOUN
ditantang,VERB
baca,VERB
tulis,VERB
Seorang,NOUN
badut,NOUN
di,ADP
Brasil,NOUN
yang,CONJ
mempunyai,VERB
peluang,NOUN
besar,ADJ
meraih,VERB
kursi,NOUN
di,ADP
parlemen,NOUN
dalam,ADP
pemilihan,NOUN
Minggu,NOUN
(,.
3,NUM
/,.
10,NUM
),.
-,.
ditantang,VERB
untuk,CONJ
membuktikan,VERB
bahwa,CONJ
dia,PRON
bisa,VERB
membaca,VERB
dan,CONJ
menulis,VERB
.,.
Jajak,NOUN
pendapat,NOUN
memperlihatkan,VERB
badut,NOUN
itu,DET
",",.
Tiririca,NOUN
",",.
akan,VERB
meraih,VERB
lebih,ADV
dari,ADP
satu,NUM
juta,NUM
suara,NOUN
.,.
Namun,CONJ
hakim,NOUN
di,ADP
Sao,NOUN
Paulo,NOUN
menuntut,VERB
dia,PRON
untuk,CONJ
memperlihatkan,VERB
bisa,VERB
memenuhi,VERB
persyaratan,NOUN
baca,VERB
tulis,VERB
.,.
Sejumlah,NUM
surat kabar,NOUN
Brasil,NOUN
melaporkan,VERB
Tiririca,NOUN
-,.
sama,ADJ
seperti,ADP
satu,NUM
dari,ADP
sepuluh,NUM
warga,NOUN
Brasil,NOUN
buta aksara,ADJ
.,.
Tiririca,NOUN
-,.
yang,CONJ
dalam,ADP
bahasa sehari-hari,NOUN
Portugis,NOUN
arti,NOUN
-nya,PRON
tukang,NOUN
mengeluh,VERB
menjadi,VERB
sensasi,NOUN
besar,ADJ
selama,ADP
kampanye,NOUN
pemilihan,NOUN
.,.
Video,NOUN
kampanye,NOUN
-nya,PRON
yang,CONJ
kocak,ADJ
berhasil,VERB
meraih,VERB
jutaan,NUM
penonton,NOUN
di,ADP
YouTube,NOUN
.,.
Dia,PRON
antara,ADP
lain,ADJ
menggunakan,VERB
slogan,NOUN
"	.
Tidak	PRT
bisa	VERB
lebih	ADV
buruk	ADJ
lagi	ADV
",.
dan,CONJ
"	.
Apa	ADV
yang	CONJ
dilakukan	VERB
wakil	NOUN
anda	PRON
?	.
Sungguh	ADV
saya	PRON
tidak	PRT
tahu	VERB
.	.
Tapi	CONJ
pilih	VERB
lah	PRT
saya	PRON
dan	CONJ
saya	PRON
akan	VERB
mencari tahu	VERB
untuk	ADP
anda	PRON
.	.
",.
Hakim,NOUN
memutuskan,VERB
untuk,CONJ
menggelar,VERB
ujian,NOUN
aksara,NOUN
setelah,CONJ
majalah,NOUN
Epoca,NOUN
menayangkan,VERB
video,NOUN
di,ADP
situs,NOUN
-nya,PRON
yang,CONJ
memperlihatkan,VERB
Tiririca,NOUN
tampak,VERB
kesulitan,VERB
membaca,VERB
.,.
Komisi,NOUN
pemilihan,NOUN
mengatakan,VERB
sudah,VERB
terlambat,VERB
untuk,CONJ
menghentikan,VERB
pencalonan,NOUN
-nya,PRON
namun,CONJ
dia,PRON
bisa,VERB
diberhentikan,VERB
setelah,CONJ
pemilihan,NOUN
nanti,NOUN
jika,CONJ
gagal,VERB
memperlihatkan,VERB
kemampuan,NOUN
membaca,VERB
.,.
Calon,NOUN
selebriti,NOUN
Tiririca,NOUN
",",.
yang,CONJ
nama,NOUN
asli,ADJ
-nya,PRON
Francisco,NOUN
Everardo,NOUN
Oliveira,NOUN
Silva,NOUN
-,.
mulai,VERB
bekerja,VERB
di,ADP
sirkus,NOUN
sejak,CONJ
berusia,VERB
delapan,NUM
tahun,NOUN
di,ADP
negara bagian,NOUN
miskin,ADJ
",",.
Ceara,NOUN
.,.
Dengan,ADP
pengalaman,NOUN
-nya,PRON
",",.
dia,PRON
kini,NOUN
menjadi,VERB
salah seorang,NUM
pelawak,NOUN
yang,CONJ
terkenal,VERB
di,ADP
TV,NOUN
.,.
Dia,PRON
merupakan,VERB
salah seorang,NUM
dari,ADP
puluhan,NUM
calon,NOUN
yang,CONJ
berasal,VERB
dari,ADP
dunia,NOUN
olahraga,NOUN
maupun,CONJ
pertunjukan,NOUN
",",.
yang,CONJ
berjuang,VERB
untuk,CONJ
merebut,VERB
kursi,NOUN
di,ADP
majelis rendah,NOUN
parlemen,NOUN
dengan,CONJ
bersaing,VERB
melawan,VERB
politikus,NOUN
berpengalaman,VERB
.,.
Seluruhnya,ADV
tercatat,VERB
6.000,NUM
calon,NOUN
dari,ADP
27,NUM
partai,NOUN
untuk,CONJ
meraih,VERB
513,NUM
kursi,NOUN
di,ADP
parlemen,NOUN
.,.
Calon,NOUN
lain,ADJ
yang,CONJ
diduga,VERB
akan,VERB
meraih,VERB
kursi,NOUN
di,ADP
parlemen,NOUN
dengan,ADP
kemenangan,NOUN
mutlak,ADJ
adalah,VERB
Romario,NOUN
",",.
yang,CONJ
merupakan,VERB
salah seorang,NUM
bintang,NOUN
sepak bola,NOUN
Brasil,NOUN
saat,CONJ
meraih,VERB
Piala,NOUN
Dunia,NOUN
1994,NUM
.,.
Para,DET
pengamat,NOUN
mengatakan,VERB
popularitas,NOUN
para,DET
selebriti,NOUN
mencerminkan,VERB
kebingungan,NOUN
dengan,ADP
politik,NOUN
utama,ADJ
karena,ADP
marak,ADJ
-nya,PRON
sejumlah,NUM
skandal,NOUN
korupsi,NOUN
.,.
Ibu,NOUN
",",.
bayi,NOUN
dan,CONJ
parlemen,NOUN
Seorang,NOUN
anggota,NOUN
Parlemen,NOUN
Eropa,NOUN
asal,ADP
Italia,NOUN
menghadiri,VERB
sidang,NOUN
parlemen,NOUN
di,ADP
Strasbourg,NOUN
dengan,CONJ
menggendong,VERB
anak,NOUN
bayi,NOUN
-nya,PRON
.,.
Licia,NOUN
Ronzulli,NOUN
mengatakan,VERB
ia,PRON
ingin,ADV
menunjukkan,VERB
berat,ADJ
-nya,PRON
beban,NOUN
yang,CONJ
ditanggung,VERB
kaum,NOUN
perempuan,NOUN
untuk,CONJ
menjalani,VERB
karir,NOUN
sekaligus,ADV
mengasuh,VERB
anak,NOUN
.,.
Para,DET
anggota,NOUN
parlemen,NOUN
sedang,VERB
membahas,VERB
usul,NOUN
untuk,CONJ
memperbaiki,VERB
hak,NOUN
maupun,CONJ
kesempatan,NOUN
bagi,ADP
perempuan,NOUN
untuk,CONJ
bekerja,VERB
.,.
Vittoria,NOUN
yang,CONJ
baru,VERB
berusia,VERB
satu,NUM
bulan,NOUN
tampak,VERB
tidur,VERB
nyenyak,ADJ
selama,CONJ
sidang,NOUN
berlangsung,VERB
.,.
Ronzulli,NOUN
yang,CONJ
mewakili,VERB
Partai,NOUN
Kebebasan,NOUN
Rakyat,NOUN
pimpinan,NOUN
PM,NOUN
Italia,NOUN
Silvio,NOUN
Berlusconi,NOUN
mendapat,VERB
sambutan,NOUN
meriah,ADJ
ketika,CONJ
berdiri,VERB
untuk,CONJ
menyampaikan,VERB
pidato,NOUN
-nya,PRON
.,.
Ia,PRON
mengatakan,VERB
kepada,ADP
rekan,NOUN
-nya,PRON
sesama,NOUN
anggota,NOUN
parlemen,NOUN
:,.
"	.
Saya	PRON
ingin	ADV
melihat	VERB
komitmen	NOUN
yang	CONJ
lebih	ADV
besar	ADJ
untuk	ADP
persoalan-persoalan	NOUN
ini	DET
dari	ADP
lembaga-lembaga	NOUN
Eropa	NOUN
,	.
dimulai	VERB
dari	ADP
dalam	NOUN
Parlemen	NOUN
Eropa	NOUN
sendiri	NOUN
.	.
",.
Naskah,NOUN
asli,ADJ
Harry,NOUN
Potter,NOUN
dipamerkan,VERB
Naskah,NOUN
asli,ADJ
dari,ADP
kisah,NOUN
Harry,NOUN
Potter,NOUN
yang,CONJ
ditulis,VERB
tangan,NOUN
oleh,ADP
pengarang,NOUN
-nya,PRON
",",.
JK,NOUN
Rowling,NOUN
",",.
dipamerkan,VERB
sebagai,ADP
bagian,NOUN
dari,ADP
festival,NOUN
buku,NOUN
di,ADP
Skotlandia,NOUN
selatan,NOUN
.,.
Dua,NUM
halaman,NOUN
naskah,NOUN
yang,CONJ
dibingkai,VERB
dan,CONJ
ditandatangani,VERB
oleh,ADP
JK,NOUN
Rowling,NOUN
itu,DET
berisi,VERB
Balada,NOUN
Nick,NOUN
Si,DET
Kepala,NOUN
Nyaris,ADV
Putus,VERB
.,.
Naskah,NOUN
itu,DET
akan,VERB
dipamerkan,VERB
dalam,ADP
festival,NOUN
di,ADP
kota,NOUN
Wigtown,NOUN
tanggal,NOUN
24,NUM
sampai,ADP
3,NUM
Oktober,NOUN
.,.
Kisah,NOUN
hantu,NOUN
Nick,NOUN
itu,DET
awal,NOUN
-nya,PRON
ditulis,VERB
sebagai,ADP
bagian,NOUN
dari,ADP
buku,NOUN
Harry,NOUN
Potter,NOUN
dan,CONJ
Kamar,NOUN
Rahasia,NOUN
tetapi,CONJ
kemudian,CONJ
kedua,NUM
halaman,NOUN
itu,DET
dibuang,VERB
sehingga,CONJ
tidak,PRT
termasuk,VERB
dalam,ADP
buku,NOUN
yang,CONJ
diterbitkan,VERB
.,.
Kedua,NUM
halaman,NOUN
itu,DET
disumbangkan,VERB
oleh,ADP
JK,NOUN
Rowling,NOUN
bagi,ADP
Yayasan,NOUN
Kamus,NOUN
Bahasa,NOUN
Skotlandia,NOUN
tahun,NOUN
2005,NUM
untuk,CONJ
mendukung,VERB
pengumpulan,NOUN
dana,NOUN
bagi,ADP
pembuatan,NOUN
kamus,NOUN
baru,ADJ
bahasa,NOUN
asli,ADJ
Skotlandia,NOUN
.,.
Sekarang,NOUN
halaman,NOUN
naskah,NOUN
asli,ADJ
itu,DET
dimiliki,VERB
oleh,ADP
seorang,NOUN
kolektor,NOUN
buku,NOUN
terkemuka,ADJ
Inggris,NOUN
dan,CONJ
pemilik,NOUN
jurnal,NOUN
Asia,NOUN
Literary,NOUN
Review,NOUN
Ilyas,NOUN
Khan,NOUN
dan,CONJ
belum,PRT
pernah,VERB
dipamerkan,VERB
kepada,ADP
umum,NOUN
.,.
Ilyas,NOUN
Khan,NOUN
mengatakan,VERB
",",.
"	.
The	NOUN
Asia	NOUN
Literary	NOUN
Review	NOUN
pernah	VERB
mendukung	VERB
berbagai	NUM
festival	NOUN
buku	NOUN
tetapi	CONJ
saya	PRON
harus	VERB
mengatakan	VERB
bahwa	CONJ
saya	PRON
sangat	ADV
senang	ADJ
kami	PRON
ikut	VERB
dalam	ADP
Festival	NOUN
Wigtown	NOUN
ini	DET
.	.
",.
"	.
Memamerkan	VERB
naskah	NOUN
Balada	NOUN
Nick	NOUN
si	DET
Kepala	NOUN
Nyaris	ADV
Putus	VERB
adalah	VERB
cara	NOUN
yang	CONJ
sangat	ADV
bagus	ADJ
untuk	CONJ
membantu	VERB
mendukung	VERB
acara	NOUN
ini	DET
.	.
",.
TV,NOUN
Australia,NOUN
salah,ADJ
sebut,VERB
pemenang,NOUN
Acara,NOUN
TV,NOUN
Australia,NOUN
',NOUN
s,NOUN
Next,NOUN
Top,NOUN
Model,NOUN
",",.
sempat,VERB
mengumumkan,VERB
pemenang,NOUN
yang,CONJ
salah,ADJ
dalam,ADP
final,NOUN
yang,CONJ
disiarkan,VERB
langsung,ADV
pada,ADP
seri,NOUN
-nya,PRON
yang,CONJ
keenam,NUM
.,.
Kelsey,NOUN
Martinovich,NOUN
dianugerahi,VERB
mahkota,NOUN
kemenangan,NOUN
sesuai,ADJ
pilihan,NOUN
pemirsa,NOUN
dan,CONJ
